0.000265 0.000085 0.000584
0.001223 0.005416 0.001389
0.026144 0.000946 0.006211
0.017513 0.002026 0.000526
0.000418 0.000117 0.008817
0.000311 0.001625 0.000453
0.115513 0.000103 0.000126
0.001192 0.000330 0.009490
0.004219 0.001522 0.000156
0.002520 0.013204 0.001297
0.000136 0.000802 0.005240
0.000103 0.003378 0.000251
0.030974 0.001926 0.000202
0.001048 0.000718 0.003428
0.055117 0.000566 0.064721
0.001514 0.001249 0.001255
0.000248 0.000404 0.000893
0.000131 0.000096 0.001575
0.000933 0.002218 0.000236
0.000113 0.001413 0.000282
0.002867 0.000829 0.000311
0.000955 0.001051 0.000525
0.013587 0.000570 0.012103
0.000376 0.010103 0.002620
0.005058 0.000085 0.007673
0.012882 0.009585 0.000867
0.000086 0.540444 0.000105
0.000651 0.000132 0.002465
0.000438 0.044348 0.000513
0.000109 0.016879 0.147377
0.000883 0.168595 0.000526
0.011177 0.177016 0.006743
0.197364 0.019161 0.001308
0.008792 0.004882 0.006130
0.017554 0.011966 0.000172
0.000177 0.000861 0.000204
0.000223 0.002436 0.028696
0.001526 0.000855 0.000968
0.000694 0.005173 0.000375
0.000106 0.000139 0.029296
0.001387 0.002612 0.000253
0.054436 0.002228 0.000093
0.004601 0.000393 0.004196
0.007826 0.000987 0.035698
0.006648 0.009765 0.001671
0.001458 0.007034 0.007317
0.000572 0.002337 0.074106
0.000767 0.001064 0.012466
0.002222 0.000234 0.001405
0.000289 0.005646 0.014695
0.000868 0.002262 0.000137
0.000228 0.000526 0.000704
0.280580 0.007274 0.017294
0.000577 0.000266 0.000460
0.000208 0.000208 0.001740
0.000122 0.000228 0.000192
0.050694 0.000149 0.000120
0.005364 0.024441 0.001100
0.006823 0.000156 0.007448
0.000109 0.001943 0.012640
0.000210 0.001563 0.000206
0.010489 0.002224 0.011910
0.000162 0.011061 0.001393
0.000824 0.001385 0.000152
0.007961 0.001135 0.000493
0.019843 0.025102 0.001405
0.000240 0.009981 0.000120
0.000128 0.001014 0.008912
0.000137 0.002121 0.001730
0.000167 0.001219 0.002154
0.001732 0.000342 0.018850
0.004925 0.000592 0.000262
0.021117 0.009019 0.004745
0.000173 0.000215 0.001268
0.002264 0.003190 0.030869
0.001167 0.020147 0.007003
0.003932 0.007187 0.000236
0.000268 0.010320 0.000164
0.000795 0.002082 0.003651
0.173108 0.000087 0.005109
0.001697 0.006275 0.000170
0.000346 0.001475 0.019905
0.002104 0.001397 0.001625
0.027330 0.001489 0.003695
0.000173 0.000277 0.038523
0.000241 0.002638 0.000978
0.003498 0.000267 0.000346
0.003610 0.006632 0.006072
0.039817 0.030542 0.000432
0.000316 0.035174 0.000423
0.009785 0.000202 0.002873
0.002329 0.001343 0.011267
0.004427 0.002597 0.003160
0.006429 0.108490 0.000111
0.000421 0.000106 0.002228
0.000159 0.001231 0.019487
0.000198 0.002931 0.004550
0.046852 0.055913 0.004842
0.000165 0.073979 0.000400
0.000088 0.000348 0.000548
0.000102 0.000135 0.001903
