53.296806 40.104343 38.454689
44.474892 37.160984 2.138565
12.005852 22.750908 1.583645
40.925568 27.886915 71.940521
63.425873 38.420116 82.255562
86.060600 33.365475 76.697319
79.382385 5.025024 67.959259
81.916962 28.600439 96.486618
88.390701 37.468010 99.749008
74.922287 41.628616 84.651047
59.859608 25.052917 70.252716
70.920815 30.627022 86.504761
55.244190 18.494843 88.348083
56.616779 15.853062 95.907730
71.442253 14.657314 82.235291
80.522087 41.397499 78.597290
79.555008 54.437412 90.317909
61.608604 66.079269 93.942749
58.705284 69.573563 96.903793
95.643456 46.976360 79.891953
92.194542 49.980843 84.603943
83.651207 52.065830 67.670654
88.813423 26.819286 73.292168
83.925819 20.649689 72.146957
99.911331 36.278976 54.404488
105.489349 16.823193 64.824722
110.000000 14.647152 55.776180
110.000000 33.276825 57.063782
109.852798 19.568169 34.269028
106.373909 42.264729 25.466009
110.000000 28.656494 18.414238
110.000000 51.952835 23.511002
89.259186 58.396069 10.526295
82.881248 43.496017 48.458759
110.000000 40.081161 54.189148
107.771400 59.877510 55.208595
106.327904 27.994204 61.871258
85.509827 34.146690 62.765045
110.000000 55.699837 74.874535
99.658295 46.230732 80.212517
88.779152 66.760544 59.914886
103.721008 61.639992 27.118080
87.248810 78.960388 34.841267
82.720680 89.904770 39.175999
96.427147 110.000000 27.219969
96.552856 110.000000 43.329346
91.960777 106.611313 70.281769
110.000000 76.785011 93.401390
110.000000 79.677078 80.600746
110.000000 75.870209 101.000839
110.000000 82.113686 110.000000
110.000000 86.381104 110.000000
110.000000 69.654099 94.497223
110.000000 71.631851 96.837997
100.796310 40.998230 69.974716
75.419502 59.823059 75.420776
39.964661 39.953705 86.598450
28.518112 45.864082 80.678894
42.053085 26.661682 88.147446
53.456196 19.245861 57.202095
48.177273 41.887131 64.587036
22.592556 20.384888 43.032692
18.500748 11.817307 40.607735
55.152985 19.788544 38.587440
59.816040 7.948669 18.026897
44.800068 14.142811 28.373159
60.625465 8.122581 14.451820
82.791191 47.582676 28.503450
75.309326 61.050789 33.402546
59.186440 50.134785 18.390907
59.833584 30.761202 26.544104
